,accuracy,loss,val_accuracy,val_loss
0,0.14308643341064453,2.9285154342651367,0.3527508080005646,2.1322813034057617
1,0.5255637168884277,1.5319840908050537,0.6800529360771179,1.046449065208435
2,0.7411525249481201,0.8476712703704834,0.7825831174850464,0.7199798822402954
3,0.7903813123703003,0.6839430928230286,0.8000882863998413,0.6767104864120483
4,0.8204862475395203,0.5878193378448486,0.8261253237724304,0.5821648836135864
5,0.8493971228599548,0.49222874641418457,0.8359811902046204,0.5371332764625549
6,0.8532727956771851,0.48111408948898315,0.8281847834587097,0.5706523656845093
7,0.8619832396507263,0.44973281025886536,0.8543689250946045,0.48704782128334045
8,0.8810288310050964,0.3839610815048218,0.859958827495575,0.46974727511405945
9,0.888701856136322,0.3558029532432556,0.8683436512947083,0.46124669909477234
10,0.8935953378677368,0.3400340676307678,0.8637834787368774,0.4547611474990845
11,0.8896414041519165,0.35513296723365784,0.8461312055587769,0.5098164081573486
12,0.8943195939064026,0.33714279532432556,0.8762871623039246,0.41038259863853455
13,0.8946132063865662,0.3377837836742401,0.8540747165679932,0.5069380402565002
14,0.8916966915130615,0.3451886773109436,0.8734921813011169,0.445405513048172
15,0.9095090627670288,0.29305586218833923,0.8748161196708679,0.44305405020713806
16,0.8902090787887573,0.3543252944946289,0.8546631336212158,0.5040236711502075
