,accuracy,loss,val_accuracy,val_loss
0,0.6362159252166748,1.2371758222579956,0.8414239287376404,0.538312554359436
1,0.8868423104286194,0.3853806257247925,0.8884966373443604,0.39404168725013733
2,0.9235436916351318,0.26352617144584656,0.896293044090271,0.36426252126693726
3,0.9448598623275757,0.1957271695137024,0.901735782623291,0.34809401631355286
4,0.9582093358039856,0.15299881994724274,0.9015886783599854,0.350964218378067
5,0.9651973247528076,0.12726785242557526,0.9049720764160156,0.35371798276901245
6,0.9702669978141785,0.1091732606291771,0.9086496233940125,0.3569863736629486
7,0.9717742204666138,0.10070283710956573,0.9051191806793213,0.3714701235294342
8,0.976550281047821,0.0853748619556427,0.9108561277389526,0.36031219363212585
9,0.9783902168273926,0.07690863311290741,0.9090909361839294,0.3837560713291168
10,0.9794276356697083,0.07274971902370453,0.909826397895813,0.4015439450740814
11,0.9809153079986572,0.0671653002500534,0.9173286557197571,0.3706570863723755
12,0.9817373752593994,0.06264740228652954,0.9139452576637268,0.39544111490249634
13,0.983029305934906,0.05791229382157326,0.9192409515380859,0.3785568177700043
14,0.982207179069519,0.05832653120160103,0.911591649055481,0.41097772121429443
15,0.9861807227134705,0.048735640943050385,0.9161518216133118,0.4046188294887543
16,0.9866700768470764,0.04630737379193306,0.9177699089050293,0.39189085364341736
17,0.9840080142021179,0.05322105810046196,0.9154163002967834,0.4147530794143677
