n_loss,i_loss,val_n_loss,val_i_loss,val_kid
0.09153236448764801,1.8038787841796875,0.9858456254005432,38.11496353149414,2.2934370040893555
0.04880526289343834,0.28085097670555115,0.8668190240859985,32.89104461669922,2.194263458251953
0.04457102343440056,0.2299896627664566,0.6307089924812317,23.08452606201172,1.9333765506744385
0.042346078902482986,0.20481692254543304,0.39369311928749084,12.482742309570312,1.6851519346237183
0.041478078812360764,0.19996806979179382,0.22807574272155762,6.0267229080200195,1.6906527280807495
0.04024641960859299,0.18511353433132172,0.13244761526584625,2.994359254837036,1.7331246137619019
0.039855413138866425,0.18259070813655853,0.0831422358751297,1.3793399333953857,1.546453833580017
0.03886856883764267,0.16863897442817688,0.0575956329703331,0.7216187119483948,1.246055006980896
0.038810499012470245,0.16446129977703094,0.04621587693691254,0.3845145106315613,1.0594438314437866
0.03831581771373749,0.16173622012138367,0.040850929915905,0.23114493489265442,0.9684422612190247
0.03814730793237686,0.1554361879825592,0.03857334703207016,0.1778157353401184,0.875451385974884
0.0380379818379879,0.1559193879365921,0.037469495087862015,0.1472373753786087,0.7726243138313293
0.03766489401459694,0.1529911309480667,0.03664105758070946,0.1325930655002594,0.5591570734977722
0.037587981671094894,0.15231476724147797,0.03612558916211128,0.12636125087738037,0.30160441994667053
0.03730606287717819,0.15122342109680176,0.035798341035842896,0.12566737830638885,0.20073452591896057
0.037216514348983765,0.15199369192123413,0.035798199474811554,0.12344755232334137,0.15447638928890228
0.03704492375254631,0.1460573673248291,0.03573572263121605,0.12248402088880539,0.13194730877876282
0.03703747317194939,0.149662584066391,0.03560992702841759,0.12025945633649826,0.12404416501522064
0.036944277584552765,0.1477034091949463,0.03576577454805374,0.1174350380897522,0.12291112542152405
0.03661566972732544,0.1426764577627182,0.03599615395069122,0.11843220144510269,0.1229826956987381
0.03652838245034218,0.14151190221309662,0.03530479222536087,0.12076298147439957,0.12104373425245285
0.03620491176843643,0.14422930777072906,0.03561770170927048,0.11351887136697769,0.12300147861242294
0.03618914633989334,0.14182540774345398,0.03555897995829582,0.11542481929063797,0.1307743787765503
0.03615600988268852,0.14145319163799286,0.03521022945642471,0.1152864620089531,0.12673871219158173
0.036285433918237686,0.14270518720149994,0.035258930176496506,0.1146002933382988,0.1322115808725357
0.03622068837285042,0.14182472229003906,0.03514428809285164,0.11677896976470947,0.1375533789396286
0.03608270362019539,0.13807161152362823,0.034635141491889954,0.11553912609815598,0.1386866271495819
0.03595719486474991,0.13756969571113586,0.03534815087914467,0.11640938371419907,0.135205939412117
0.03606574237346649,0.13807198405265808,0.034951284527778625,0.11573144793510437,0.14205747842788696
0.03567223623394966,0.13910691440105438,0.035001255571842194,0.1158258467912674,0.13995616137981415
0.03612566739320755,0.14025457203388214,0.034552499651908875,0.11587299406528473,0.14472569525241852
0.035550929605960846,0.13647767901420593,0.034538283944129944,0.1150570884346962,0.13488928973674774
0.03564289212226868,0.13711096346378326,0.034528058022260666,0.11627446860074997,0.1256651133298874
0.03555648401379585,0.13592560589313507,0.034280531108379364,0.11566314846277237,0.13127455115318298
0.03585490211844444,0.13596393167972565,0.03417694568634033,0.11581794172525406,0.1263083964586258
0.035629794001579285,0.13654781877994537,0.03556674346327782,0.11268871277570724,0.12985974550247192
0.035524167120456696,0.13397231698036194,0.034314125776290894,0.11655591428279877,0.1314680278301239
0.03551718592643738,0.1345231533050537,0.034856412559747696,0.1140621155500412,0.14906682074069977
0.03553753346204758,0.13328015804290771,0.034834641963243484,0.11302690207958221,0.14137914776802063
0.03522131219506264,0.1323624849319458,0.03447786346077919,0.11523477733135223,0.1478838324546814
0.0357699953019619,0.1325426548719406,0.03410583734512329,0.11667902022600174,0.14864905178546906
0.03555331751704216,0.1332768201828003,0.03453652933239937,0.1143076941370964,0.13995960354804993
0.03550546616315842,0.13425417244434357,0.03443263843655586,0.11032314598560333,0.1434858739376068
0.03507990017533302,0.13294756412506104,0.03450556471943855,0.11414773762226105,0.1388862580060959
0.03517535701394081,0.13077466189861298,0.03427157551050186,0.11289285868406296,0.1361386477947235
0.035134948790073395,0.13079901039600372,0.03456857427954674,0.11199420690536499,0.13879764080047607
0.035372987389564514,0.13076752424240112,0.03473103418946266,0.11011508852243423,0.14681993424892426
0.035338398069143295,0.13213863968849182,0.034486234188079834,0.11236244440078735,0.1568688154220581
0.03537246212363243,0.13118062913417816,0.03434641659259796,0.11297458410263062,0.15482570230960846
0.03475543111562729,0.13311271369457245,0.03379487246274948,0.11558796465396881,0.15970388054847717
0.034941185265779495,0.1316727250814438,0.034326884895563126,0.1123415008187294,0.1717187762260437
0.034850746393203735,0.1295793503522873,0.03416198864579201,0.11384302377700806,0.16782255470752716
0.03502023592591286,0.1322532743215561,0.03458848223090172,0.11156659573316574,0.16299037635326385
0.035030413419008255,0.12989218533039093,0.034414924681186676,0.11264758557081223,0.15653465688228607
0.035134345293045044,0.1321185827255249,0.03404388576745987,0.11417511105537415,0.14823754131793976
0.035159360617399216,0.1286344975233078,0.034180957823991776,0.11043472588062286,0.13807076215744019
0.035133540630340576,0.12991969287395477,0.034526776522397995,0.11001326143741608,0.1501023769378662
0.034963592886924744,0.13006387650966644,0.03433636575937271,0.110526904463768,0.15820801258087158
0.03503882884979248,0.1289849728345871,0.0345224030315876,0.11320122331380844,0.1627161055803299
0.03491179272532463,0.1309223473072052,0.034492943435907364,0.11317586898803711,0.16112545132637024
0.034702032804489136,0.12669123709201813,0.03404730185866356,0.11249357461929321,0.15930531919002533
0.03492456674575806,0.12904660403728485,0.03445092588663101,0.11255500465631485,0.15770268440246582
0.03489572927355766,0.12798063457012177,0.03384200856089592,0.11592508852481842,0.1572563797235489
0.03480654954910278,0.12877963483333588,0.034434009343385696,0.1114393100142479,0.15800191462039948
0.03479326143860817,0.12775497138500214,0.03437885269522667,0.11343707889318466,0.17493115365505219
0.03477175906300545,0.1288169026374817,0.03368287906050682,0.11137699335813522,0.18350127339363098
0.03490332141518593,0.12557154893875122,0.03390463441610336,0.11356472223997116,0.1697150319814682
0.03458335995674133,0.12978246808052063,0.03404804691672325,0.11233904212713242,0.17389437556266785
0.03505026549100876,0.12790289521217346,0.034179117530584335,0.11215152591466904,0.17816156148910522
0.03472769260406494,0.12978312373161316,0.03384985774755478,0.11331559717655182,0.1690744161605835
0.03483019769191742,0.12952278554439545,0.03406333923339844,0.11283411085605621,0.1696309596300125
0.03489821404218674,0.12621013820171356,0.034308888018131256,0.11100687086582184,0.1673557013273239
0.034766994416713715,0.12680132687091827,0.033869948238134384,0.11205272376537323,0.16920627653598785
0.03500599041581154,0.12691517174243927,0.03377784043550491,0.11264421045780182,0.18076816201210022
0.03481241315603256,0.12817487120628357,0.033978573977947235,0.11435091495513916,0.1752377599477768
0.034556206315755844,0.12735751271247864,0.034181859344244,0.11183511465787888,0.1811385303735733
0.03438431769609451,0.12799254059791565,0.03384433686733246,0.11321939527988434,0.17478302121162415
0.03436369076371193,0.1290053427219391,0.03413625806570053,0.1117204874753952,0.18016770482063293
0.03476059064269066,0.12737511098384857,0.03392219915986061,0.1122225970029831,0.17379924654960632
0.03476182743906975,0.12520290911197662,0.03398602083325386,0.11224319785833359,0.17935238778591156
