n_loss,i_loss,val_n_loss,val_i_loss,val_kid
0.034528184682130814,0.12473636120557785,0.034154217690229416,0.11048045754432678,0.1712675392627716
0.034691113978624344,0.12709364295005798,0.03396454080939293,0.11064782738685608,0.18039380013942719
0.03479841351509094,0.12613005936145782,0.033964529633522034,0.11146051436662674,0.17871415615081787
0.03464038297533989,0.127576544880867,0.03376074135303497,0.11519399285316467,0.1855192482471466
0.03469431772828102,0.12598897516727448,0.033684611320495605,0.11393154412508011,0.19388031959533691
0.03454529121518135,0.1261558085680008,0.0342240184545517,0.1115889772772789,0.17990745604038239
0.034505411982536316,0.12612368166446686,0.03410091996192932,0.1119578555226326,0.1811424344778061
0.03448829799890518,0.12800413370132446,0.03430604934692383,0.11006990820169449,0.18024404346942902
0.034569039940834045,0.125013068318367,0.034026458859443665,0.11205796897411346,0.1734425127506256
0.03451922908425331,0.1277237981557846,0.03359248861670494,0.11130201071500778,0.1673465073108673
0.0346749946475029,0.12482358515262604,0.03419759124517441,0.11116044968366623,0.1675409972667694
0.03455829247832298,0.12626764178276062,0.03419981896877289,0.11049076169729233,0.1719021499156952
0.03464124724268913,0.12433166056871414,0.03390553221106529,0.11045600473880768,0.16382388770580292
0.034623004496097565,0.12619897723197937,0.03342178463935852,0.11348160356283188,0.16188713908195496
0.03452601283788681,0.1245625838637352,0.03435370326042175,0.10923811048269272,0.1672605574131012
0.03453878313302994,0.12573383748531342,0.0339762382209301,0.10971862822771072,0.170990988612175
0.03463853895664215,0.12502364814281464,0.03367467224597931,0.11363901197910309,0.17788909375667572
0.03428082913160324,0.1282963752746582,0.034122858196496964,0.11028143018484116,0.17001034319400787
0.03422868996858597,0.1271350234746933,0.033612631261348724,0.1123431921005249,0.17658747732639313
0.034673649817705154,0.12629848718643188,0.03412097319960594,0.11115322262048721,0.17858682572841644
