,accuracy,loss,val_accuracy,val_loss
0,0.7772889137268066,0.6317780613899231,0.798799991607666,0.5761662125587463
1,0.812333345413208,0.5274243950843811,0.809333324432373,0.5467795133590698
2,0.8250333070755005,0.49078041315078735,0.8148444294929504,0.5278603434562683
3,0.833633303642273,0.4673096835613251,0.819255530834198,0.5155173540115356
4,0.8402110934257507,0.4494042992591858,0.8224555850028992,0.5066645741462708
5,0.8458222150802612,0.43454015254974365,0.8248666524887085,0.4999546408653259
6,0.8507999777793884,0.4216187596321106,0.8269555568695068,0.4944833517074585
7,0.8553222417831421,0.41007620096206665,0.8291666507720947,0.4899776875972748
8,0.859333336353302,0.39948856830596924,0.8303666710853577,0.486225962638855
9,0.8631222248077393,0.3896537721157074,0.8313555717468262,0.483077734708786
10,0.8668555617332458,0.38043153285980225,0.8327000141143799,0.4803750216960907
11,0.8702333569526672,0.3717075288295746,0.8337222337722778,0.47805121541023254
12,0.8736110925674438,0.36340686678886414,0.8343111276626587,0.47607913613319397
13,0.8764111399650574,0.35547691583633423,0.8349444270133972,0.4743404984474182
14,0.8791666626930237,0.3478427529335022,0.8355333209037781,0.4729105830192566
15,0.8822222352027893,0.3404691815376282,0.8361555337905884,0.47163456678390503
16,0.8846777677536011,0.3333348333835602,0.8370555639266968,0.47057220339775085
17,0.8871444463729858,0.32640746235847473,0.8375555276870728,0.4697364568710327
18,0.8900889158248901,0.3196831941604614,0.8381222486495972,0.46905645728111267
19,0.8923444151878357,0.3131096661090851,0.8385999798774719,0.4685658812522888
20,0.8947111368179321,0.3067103922367096,0.839033305644989,0.46823984384536743
21,0.8973555564880371,0.30045178532600403,0.8394222259521484,0.4680296778678894
22,0.8997666835784912,0.2943221926689148,0.8396999835968018,0.4679502844810486
23,0.9021111130714417,0.2883162200450897,0.8403444290161133,0.4679877758026123
24,0.9046444296836853,0.28243276476860046,0.8405333161354065,0.4681617021560669
25,0.9070666432380676,0.2766534984111786,0.8407333493232727,0.46843913197517395
26,0.9096444249153137,0.27096736431121826,0.8410888910293579,0.4688786566257477
27,0.9121111035346985,0.265371710062027,0.841522216796875,0.46939918398857117
28,0.9142444729804993,0.2598550319671631,0.8418111205101013,0.4700750708580017
29,0.9165444374084473,0.25441738963127136,0.8420110940933228,0.47080472111701965
