,accuracy,loss,val_accuracy,val_loss
0,0.4563555419445038,1.5389560461044312,0.6641111373901367,0.9796346426010132
1,0.5748000144958496,1.2041174173355103,0.695722222328186,0.8743518590927124
2,0.5974888801574707,1.1349176168441772,0.7068555355072021,0.8377179503440857
3,0.6105666756629944,1.0985380411148071,0.7133444547653198,0.8179934024810791
4,0.6192888617515564,1.0741652250289917,0.7182444334030151,0.8055909872055054
5,0.6264888644218445,1.0557523965835571,0.7217222452163696,0.7966041564941406
6,0.6323111057281494,1.0409256219863892,0.72397780418396,0.790130615234375
7,0.6366888880729675,1.0284260511398315,0.7259555459022522,0.7846736907958984
8,0.6408222317695618,1.0175766944885254,0.7276333570480347,0.7799592614173889
9,0.6438555717468262,1.0079070329666138,0.7290111184120178,0.7759760022163391
10,0.6466333270072937,0.9991226196289062,0.7304444313049316,0.7723044753074646
11,0.6495444178581238,0.9910829067230225,0.731333315372467,0.7692386507987976
12,0.6520110964775085,0.9835914373397827,0.7322444319725037,0.7664129734039307
13,0.6552222371101379,0.9765782952308655,0.7332888841629028,0.7636330127716064
14,0.6574222445487976,0.9699636697769165,0.7340777516365051,0.7610135674476624
15,0.6598666906356812,0.9636556506156921,0.7350555658340454,0.7585853338241577
16,0.6618444323539734,0.9575990438461304,0.7358111143112183,0.7564254403114319
17,0.6643333435058594,0.9518038034439087,0.7361444234848022,0.7544382214546204
18,0.6660444736480713,0.9462345242500305,0.7366666793823242,0.7524203658103943
19,0.6679666638374329,0.9408722519874573,0.7374222278594971,0.7507925033569336
20,0.670199990272522,0.9356752634048462,0.7381333112716675,0.7491079568862915
21,0.6717333197593689,0.9306924343109131,0.7388444542884827,0.7475385069847107
22,0.6732333302497864,0.9258241653442383,0.739288866519928,0.7460421919822693
23,0.6750444173812866,0.9210880398750305,0.7399111390113831,0.7447270750999451
24,0.6769111156463623,0.9164614081382751,0.7404000163078308,0.7434340119361877
25,0.6783888936042786,0.9119125604629517,0.7408555746078491,0.7422217726707458
26,0.6801000237464905,0.9074586629867554,0.7407777905464172,0.7412256598472595
27,0.682033360004425,0.9030793905258179,0.7410888671875,0.7402241230010986
28,0.6834889054298401,0.8987796902656555,0.7413222193717957,0.7392953634262085
29,0.6852666735649109,0.894554078578949,0.7417888641357422,0.7382658123970032
