,accuracy,loss,val_accuracy,val_loss
0,0.7814221978187561,0.6103118062019348,0.7769666910171509,0.6549424529075623
1,0.8147222399711609,0.512759268283844,0.7904555797576904,0.6085684299468994
2,0.8270444273948669,0.4794021546840668,0.8022888898849487,0.5684884786605835
3,0.8348888754844666,0.45852410793304443,0.8105111122131348,0.5407952666282654
4,0.8409444689750671,0.44284287095069885,0.8165777921676636,0.5219640135765076
5,0.8458999991416931,0.4300433099269867,0.820377767086029,0.508905291557312
6,0.8500444293022156,0.4190371334552765,0.8231333494186401,0.49987438321113586
7,0.8533777594566345,0.40925538539886475,0.8252555727958679,0.493503600358963
8,0.8571333289146423,0.4003978669643402,0.8263999819755554,0.4886234402656555
9,0.8603110909461975,0.3922238349914551,0.8282222151756287,0.4847205877304077
10,0.8633666634559631,0.38460204005241394,0.8295111060142517,0.4814160168170929
11,0.8658221960067749,0.3774266242980957,0.8305666446685791,0.47853022813796997
12,0.8687000274658203,0.3706221878528595,0.831588864326477,0.4759078919887543
13,0.8711555600166321,0.364125519990921,0.8323110938072205,0.4735223054885864
14,0.8733111023902893,0.35789158940315247,0.8332666754722595,0.4713536202907562
15,0.875844419002533,0.35188722610473633,0.8343333601951599,0.4693702757358551
16,0.8780221939086914,0.3460773229598999,0.8350444436073303,0.4674840271472931
17,0.8802777528762817,0.3404445946216583,0.83561110496521,0.4657829999923706
18,0.8823000192642212,0.3349905014038086,0.8361889123916626,0.46420443058013916
19,0.8844555616378784,0.3296753764152527,0.8367555737495422,0.4627506136894226
20,0.886211097240448,0.32449477910995483,0.8376222252845764,0.4613991677761078
21,0.8883333206176758,0.31943759322166443,0.8381666541099548,0.46019619703292847
22,0.8900555372238159,0.3144977390766144,0.8387222290039062,0.45908406376838684
23,0.8920111060142517,0.30966442823410034,0.8391666412353516,0.45811253786087036
24,0.8937000036239624,0.30491918325424194,0.8397111296653748,0.45723265409469604
25,0.8955555558204651,0.300258994102478,0.8402000069618225,0.4564761817455292
26,0.8974778056144714,0.29568159580230713,0.8403666615486145,0.45579126477241516
27,0.8993111252784729,0.29118430614471436,0.8409777879714966,0.4551561176776886
28,0.9010555744171143,0.28676295280456543,0.8412111401557922,0.4546213448047638
29,0.9027666449546814,0.28240397572517395,0.8417111039161682,0.4541613757610321
