,accuracy,loss,val_accuracy,val_loss
0,0.37619999051094055,1.7666302919387817,0.4885333478450775,1.4094548225402832
1,0.49978888034820557,1.5012189149856567,0.5615333318710327,1.227944254875183
2,0.5580666661262512,1.3848129510879517,0.587577760219574,1.1635597944259644
3,0.5950999855995178,1.303220510482788,0.607866644859314,1.1098523139953613
4,0.6257222294807434,1.231492280960083,0.6118999719619751,1.1048693656921387
5,0.6510000228881836,1.175824761390686,0.6196555495262146,1.0887395143508911
6,0.6803666949272156,1.1127569675445557,0.6102333068847656,1.1252243518829346
7,0.7042111158370972,1.0609313249588013,0.6072666645050049,1.1373299360275269
8,0.724133312702179,1.0121190547943115,0.6112777590751648,1.1459800004959106
9,0.7405999898910522,0.9754443764686584,0.603766679763794,1.1835675239562988
