epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.3397609262895948,0.2724577051666412,0.9171147509311587,0.9171551968744206,0.9088926907729098,0.9263552693427982,0.9175409009162512,0.9732904102672936
2,0.21910552902381805,0.26655442016116715,0.919545733574876,0.9196472329007028,0.9003389957001942,0.942734867352712,0.9210493195079635,0.9757554785723235
3,0.2010183669504902,0.2840809024197347,0.9226835907529324,0.9226280425295544,0.9330377602480954,0.9099927164782632,0.9213711620581317,0.9779315220172524
4,0.18937714829698313,0.24601985388659742,0.9286609557557243,0.9287120856149091,0.9183094970238651,0.9403423845240569,0.9291953493123712,0.9794048062201095
5,0.18366870306122499,0.26386163783226396,0.928412537983084,0.9283875237693064,0.9327692898651115,0.9226976433775349,0.9277061317060107,0.9800090620115653
