epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.28510322422987944,0.2681174273888634,0.920164022855018,0.9201352440945789,0.9042964876829314,0.9400453987599614,0.9218244823367842,0.9753664720566071
2,0.18505489500444927,0.24904096669244577,0.9277699192798201,0.9277503540101162,0.9166966018807606,0.9412862930128487,0.92882872988045,0.9783055830955133
3,0.17103275895681752,0.2921574343269427,0.9244350077549515,0.924459447220811,0.9394799819671751,0.9075513685620589,0.9232397090895758,0.9798403152647779
4,0.16338473284331778,0.2670433976060444,0.9300520971997195,0.9300555081301648,0.9322775700419501,0.9276957069544791,0.9299809950113935,0.9808843948903074
5,0.15779980301560007,0.26352803616553366,0.9308912458540013,0.9308924582527817,0.9318004600100772,0.9300536783030593,0.930926249745888,0.9812133717113527
